tmdbId,Title,Release_Date,TMDb_Rating,Genres,Cast,Director,Overview,Original_Title,movieId,User_Avg_Rating,Rating_Norm
59582,It Begins with the End,2010-05-26,4.393,"Drama, Romance","Michaël Cohen, Emmanuelle Béart, Léopold Kraus, Jean-Paul Dubois, Jean-Marc Minéo",Michaël Cohen,"A woman, a man, a summer in Paris. Passion, break ups, reconciliations. A love story in disarray...",It Begins with the End (2010),139411,3.0,0.6
68712,The Lazarus Papers,2010-01-01,3.8,"Drama, Action, Thriller, Science Fiction","Danny Trejo, Gary Daniels, Krystal Vee, Tommy Lister Jr., Bai Ling","Jeremiah Hundley, Daniel Zirilli","Lonny Smith, a young man with a suitcase full of money, who might drop dead at any moment is searching for love with each dying breath even if he has to pay for it...",The Lazarus Papers (2010),139447,3.3333333333333335,0.6666666666666667
142758,Deadly Renovations,2010-01-09,3.3,"Horror, Thriller","DJ Perry, Terence Knox, Lana Wood",Robert H. Gwinn,"When a small house flipping group discovers that their Hotel project may contain millions of cash hidden somewhere within, the project turns deadly.",Deadly Renovations (2010),139463,2.5,0.5
123389,Mr. Hush,2010-10-23,3.2,Horror,"Brad Loree, Edward X. Young, Steve Dash, Jessica Cameron, Connie Giordano",David Lee Madison,"What is the ultimate horror? For Holland Price, it is losing everything he loves. Holland is a devoted family man whose life is turned upside-down by a horrifying figure one Halloween night.  Holland spends ten years searching the country, filled with self-torment and suffering, as he is haunted by his nightmares of that terrible night. He is drawn back to the small town of Layton, PA where he finds work in a restaurant owned by his friend, Mac. There he meets Debbie and begins to regain stability and peace in his life. But once his life adjusts to normal, Mr. Hush and his henchman, Stark, arrive. Driven by a lifetime of hatred toward the Price family, Mr. Hush continues to taunt Holland. But why? Follow our hero on his emotional rollercoaster ride as he descends into a dank and villainous world to see the face of darkness for what it is the face of Mr. Hush.  Two men, fueled by love lost, collide in this chilling battle of good vs. evil.",Mr. Hush (2010),139469,2.5,0.5
72589,3nity,2010-10-21,5.7,Comedy,"Christian Tramitz, Matthias Schweighöfer, Roland Düringer, Adele Neuhauser, Christian Ulmen",Harald Sicheritz,"Hage, the Holy Spirit, is writing a musical, when Jesus returns to earth at Christmas to prepare the apocalypse. To prevent this, Hage tries to convince him that mankind is worth saving with the help of a beautiful striptease dancer.",3faltig (2010),139509,2.5,0.5
61527,Helena from the Wedding,2010-11-12,3.571,"Comedy, Drama, Romance","Dagmara Dominczyk, Paul Fitzgerald, Dominic Fumusa, Jessica Hecht, Gillian Jacobs",Joseph Infantolino,"Newlyweds Alex and Alice host a New Year's Eve party for their closest friends at a remote cabin in the mountains. However, when an unexpected guest shows up, the group's facades begin to crumble.",Helena from the Wedding (2010),139549,3.25,0.65
49960,Kiss the Abyss,2012-11-14,6.2,Horror,"Nikki Moore, Scott Mitchell Nelson, James Mathers, Mark Craig, Douglas Bennett",Ken Winkler,"When a young woman is brutally killed by an intruder, her husband and estranged father conspire to bring her back from the dead with the help of a mysterious desert dweller. Soon after she awakens, she begins to realize that something is horribly wrong...",Kiss the Abyss (2010),139555,2.75,0.55
69326,Gothic & Lolita Psycho,2010-09-04,5.068,"Horror, Action","Rina Akiyama, Ruito Aoyagi, Yukihide Benny, Asami, Satoshi Hakuzen",Gô Ohara,"Yuki lives at home in peace until one day a unit of assassins breaks in and kill her mother. In order to revenge herself Yuki becomes a demon of vengeance by donning gothic lolita clothing, using a parasol as a deadly weapon, and executing the guilty in God's name.",Gothic & Lolita Psycho (2010),139622,3.0,0.6
122320,Winston Churchill: Walking with Destiny,2010-08-20,6.4,Documentary,Ben Kingsley,Richard Trank,"Walking With Destiny highlights Churchill's years in the political wilderness, his early opposition to Adolf Hitler and Nazism, and his support for Jews under threat by the Nazi regime. As historian John Lukacs explains, Churchill may not have won the War in 1940, but without him, the War most certainly would have been lost. Sir Martin Gilbert, historical consultant for the film and Churchill's official biographer, adds that had Churchill's warnings about Nazi Germany's racial policies towards Jews been heeded in the early 1930's, the Holocaust may never have occurred. The film examines why Winston Churchill's legacy continues to be relevant in the 21st Century and explores why his leadership remains inspirational to current day political leaders and diplomats.",Winston Churchill: Walking with Destiny (2010),139653,3.9,0.78
52044,Insane,2010-02-09,4.2,Horror,"Jacobsson Anton, Lars Bethke, Johanna Leamo, David Lenneman, Alida Morberg","Tomas Sandquist, Anders Jacobsson","A lonely hotel by a lonely road. Sarah is lost, looking for somewhere to sleep. She's come to the wrong place. A lonely hotel by a lonely road. Sarah is lost, Jenny is looking for her. She's come to the right place. The Bridgeburn Hotel",Insane (2010),139697,1.5,0.3
65996,Desert Son,2010-03-01,4.6,"Drama, Thriller","John Bain, Erica Curtis, Nathan Halliday, Bill Oberst Jr., Chauna Wertlow","Brandon Nicholas, James Mann","After being abandoned in the desert by his abusive stepfather, Phillip finds himself cruelly cast into a game of life or death until a beautiful orphan named Lucy and her boyfriend Jack come to his rescue. The three runaways patrol the desert and live as petty thieves, but they soon find that the fight for survival against nature may become a fight for survival against each other.",Desert Son (2010),139709,3.1217591102962157,0.6243518220592431
78441,Jitters,2010-08-27,5.886,Drama,"Atli Óskar Fjalarsson, Gísli Örn Garðarsson, Birna Rún Eiríksdóttir, Lilja Guðrún Þorvaldsdóttir, Elías Helgi Kofoed-Hansen",Baldvin Z,"An unexpected first kiss causes Gabriel to feel the electrifying ""jitters"" of love and lust with the free-spirited Marcus; a perfect way to end a Summer studying abroad. Realizing he is gay, Gabriel returns home and is immediately scrutinized by his family and friends who notice he’s different. But as the school year launches with Gabriel distracted with parties and his friends’ own dramas, Marcus returns, reigniting the hot, thrilling emotions of one’s first crush. Jitters fires head-first into the topsy-turvy world of first love with an attractive cast and pulsating soundtrack, making it a smartly refreshing journey into the queer, teen experience.",Jitters (2010),139751,2.8,0.5599999999999999
73128,Bruc: The Manhunt,2010-12-22,5.4,"Adventure, History, Drama","Juan José Ballesta, Vincent Perez, Santi Millán, Astrid Bergès-Frisbey, Nicolas Giraud",Daniel Benmayor,"Spain, 1808. The Napoleonic Army suffers its first defeat at the hands of a single man: a drummer boy who used the Montserrat mountains to echo his drums and send the enemy troops into a panicked retreat. When the news reaches Napoleon, he furiously orders the captain of the Imperial Guard to bring back the head of the young hero responsible for his army's defeat…","Bruc, the Manhunt (2010)",139753,3.5,0.7
304752,Saving Grace,2010-07-01,4.9,"Horror, Crime, Drama","Jason Barbeck, Mandy Bo, Peter Coady, Nicola Adams",Chris Pickle,"Grace is a beautiful young nurse who lives a life of pain and anguish. Her addiction to heroin has forced the authorities to take away her beloved daughter Jessica, and put her on the verge of losing her job at the hospital. Grace finds sickly solace at the end of a junkie's needle as she burns the days away, lost in the darkness of despair. A near fatal overdose lands her in the very hospital that she works-but also into the hands of one of the hospital's janitors, Clayton. He's an odd survivalist who hunts rabbits on the weekends from an abandoned school deep in the desolate countryside. When Grace wakes up in the bowels of Clayton's make-shift bunker, he tells her a bizarre story. One in which he has not only saved her from a life of drugs, but also from the horrors of the world itself.",Saving Grace (2010),139867,3.0,0.6
59507,Four Lovers,2010-09-15,5.881,Romance,"Marina Foïs, Élodie Bouchez, Roschdy Zem, Nicolas Duvauchelle, Alexia Stresi",Antony Cordier,Mutual attraction leads two married couples to swap bedtime partners.,Four Lovers (2010),140056,2.5,0.5
61312,"Video Nasties: Moral Panic, Censorship & Videotape",2010-08-30,6.8,Documentary,"Andy Nyman, Christopher Smith, Neil Marshall, Julian Petley, Marc Morris",Jake West,"A documentary analyzing the furore which so-called ""video nasties"" caused in Britain during the 1980s.","Video Nasties: Moral Panic, Censorship & Videotape (2010)",140078,3.772727272727273,0.7545454545454546
311600,Questions for Crazy Horse,2010-01-01,0.0,Documentary,"Russell Means, O.W. Tuthill",O.W. Tuthill,"This illuminating documentary profiles Crazy Horse, arguably the most important figure in Lakota Sioux history. Contemporary American Indians discuss his story, offering insight into their futures through Crazy Horse's legacy of wisdom.",Questions for Crazy Horse (2010),140164,3.5,0.7
79456,Gone with the Pope,2010-03-12,4.875,"Drama, Romance, Crime","Duke Mitchell, Jim LoBianco, Peter Milo, John Murgia, Lorenzo Dardado",Duke Mitchell,"""Gone With The Pope"" was filmed entirely in 1976, but left unedited with large amounts of what was believed to be lost footage until 2010 due to Duke Mitchell's untimely death. Duke Mitchell stars as Paul, a gangster who's just been released from prison and is offered 100,000 dollars from the mafia to take out seven men. He reluctantly agrees, in order to give himself and his friends a better, clean life outside of prison, but he can't seem to leave his old ways behind, resulting in a plot to kidnap the Pope for a ransom of fifty cents from every Catholic in the world.",Gone with the Pope (2010),140182,3.6666666666666665,0.7333333333333333
46665,Triple Dog,2010-09-21,5.634,"Drama, Thriller","Britt Robertson, Scout Taylor-Compton, Alexia Fast, Janel Parrish, Emily Tennant",Pascal Franchot,"On the night of a sleepover, a group of teenage girls venture out in a competitive game of challenging dares. As the antics escalate, and the dares become more extreme, the girls unravel the truth behind a former student's rumored suicide.",Triple Dog (2010),140214,2.95,0.5900000000000001
82139,Removal,2010-11-07,5.278,"Crime, Horror, Thriller","Billy Burke, Mark Kelly, Osgood Perkins, Kelly Brook, Emma Caulfield",Nick Simon,"Witnessing a murder and a suicide caused Cole to have hallucinations that cost him his marriage and job. Now working as a cleaner he must clean a stately home outside of the city, owned by the sadistic Henry.",Removal (2010),140216,5.0,1.0
74495,Bandage,2010-01-16,5.735,"Drama, Music, Romance","Jin Akanishi, Kie Kitano, Kengo Kora, Yuki Shibamoto, Nobuaki Kaneko",Takeshi Kobayashi,"Set in the 1990s during Japan's ""band boom"" era, the film tells the tale of a girl in high school, Asako, who goes to a concert and meets Natsu, vocalist of the new band LANDS. Asako ends up being the band manager, but as the band's popularity starts to soar, the band's friendship begins to suffer.",Bandage (2010),140241,3.25,0.65
52369,The Pack,2010-09-29,4.7,Horror,"Yolande Moreau, Émilie Dequenne, Benjamin Biolay, Philippe Nahon, Matthias Schoenaerts",Franck Richard,"In the middle of a snowy no man's land, Charlotte picks up Max, a hitchhiker; they stop in a truck-stop restaurant, and when Max doesn't come back from the bathroom, Charlotte starts looking for him in vain. She decides to return during the night but gets kidnapped by the bartender, La Spack, who turns out to be Max's mother and needs to feed her kids, 'The pack', a bunch of blood lusting ghouls. Charlotte now faces a terrifying reality: these ghouls are already dead... and hungry. Alone and in the middle of nowhere, she quickly realizes... she's next on the menu!",The Pack (2010),140281,2.0,0.4
40205,16 Wishes,2010-10-02,6.311,"Fantasy, Drama, Family","Debby Ryan, Jean-Luc Bilodeau, Anna Mae Wills, Karissa Tynes, Brenda Crichlow",Peter DeLuise,"The story about Abby Jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. When the Big Day actually arrives, utter disaster strikes, leaving Abby to think her birthday is ruined. But when a mysterious box of magical birthday candles arrives to turn things around, Abby's 16 Wishes start to come true. Her day gets better and better...until she makes one wish that threatens to change everything.",16 Wishes (2010),140747,3.11,0.622
42478,Happiness Runs,2010-05-14,4.059,Drama,"Joni Barth, Kirsten Berman, Mark Boone Junior, Joseph Castanon, Richard Edson",Adam Sherman,"The neglected child of parents living on a commune, Victor is helpless to resist the atmosphere of sex and drugs that permeates his world, but he's smart enough to know that if he is going to survive, he has to get out.",Happiness Runs (2010),140779,1.5,0.3
56672,The Legend of Secret Pass,2010-10-14,5.7,"Fantasy, Animation, Family","Frankie Muniz, Ron Perlman, Joe Pantoliano, David Cross, Cheryl Hines",Steve Trenbirth,"A Native American teenager named Manu spends the summer with his grandfather high in the desert mountains. As a terrifying doom approaches, Manu must embrace his remarkable destiny and take on an incredible responsibility if he and his family are to thrive and survive.",The Legend Of Secret Pass (2010),140830,1.7142857142857142,0.34285714285714286
42053,Witchville,2010-05-22,4.1,"Fantasy, Adventure","Luke Goss, Ed Speleers, Andrew Pleavin, Simon Thorp, MyAnna Buring",Pearry Reginald Teo,"When Prince Malachy returns to his father’s kingdom after the Crusades his first impression is that a bad harvest is the reason that the villagers are sick and hungry. But all is not as it seems and a stranger to the village, warns the new king that a dark force is the cause of their ills.",Witchville (2010),140832,1.0,0.2
248301,The Affair,2010-07-17,2.4,Drama,"Cogie Domingo, Sid Lucero, Rocky Salumbides, Max Eigenmann, Evelyn Vargas",Adolfo Alix Jr.,An ex-seminarian slash communist runs a hotel in Baguio. He then meets a handsome upcoming lawyer. A once-a-year trip to Baguio by the lawyer and conversations with the hotel owner develop into an affair which encompasses decades of socio-political changes in the country.,The Affair (2010),140886,3.1217591102962157,0.6243518220592431
42949,Arthur 3: The War of the Two Worlds,2010-08-22,5.788,"Animation, Adventure, Fantasy, Family","Freddie Highmore, Mia Farrow, Robert Stanton, Penny Balfour, David Gasman",Luc Besson,"With Maltazard now seven feet tall and Arthur still two inches small, our hero must find a way to grow back to his normal size and stop the Evil M once and for all, with the help of Selenia and Betameche.",Arthur 3: The War of the Two Worlds (2010),141166,2.7545454545454544,0.5509090909090909
253876,The Greatest Ears in Town: The Arif Mardin Story,2010-06-15,4.7,Documentary,"Arif Mardin, Phil Collins, Aretha Franklin, Bette Midler, Daryl Hall","Doug Biro, Joe Mardin","The Greatest Ears in Town is an insightful documentary and testimonial to Arif Mardin; the producer, arranger, musician and multi Grammy award winner.",The Greatest Ears in Town: The Arif Mardin Story (2010),141207,4.5,0.9
56968,The Pregnancy Pact,2010-01-23,5.081,"Drama, TV Movie","Thora Birch, Madisen Beaty, Tim Powell, James McCaffrey, Camryn Manheim",Rosemary Rodriguez,Inspired by the true story of teenagers at Gloucester High School who agreed to get pregnant at the same time.,Pregnancy Pact (2010),141216,2.8,0.5599999999999999
59429,Paranormal Activity: Tokyo Night,2010-11-20,6.0,"Horror, Thriller","Aoi Nakamura, Noriko Aoyama, Kosuke Kujirai, Ayako Yoshitani, Kazuyoshi Tsumura",Toshikazu Nagae,"Koichi takes care of his sister, who has recently returned from a trip abroad in the United States as she is not well. While caring for her, he records evidence of ghosts in their home.",Paranormal Activity 2: Tokyo Night (2010),141420,3.2142857142857144,0.6428571428571429
45075,Blades of Blood,2010-04-28,6.4,"Action, Drama","Cha Seung-won, Hwang Jung-min, Baek Sung-hyun, Han Ji-hye, Ryu Seung-ryong",Lee Joon-ik,"Lee Mong-hak and a skilled blind swordsman Hwang Jeong-hak, both long to wipe away corruption and heal the world. Lee Mong-hak creates a rebel army to achieve his goal and get rid of the King.",Blades of Blood (2010),141487,3.6363636363636362,0.7272727272727273
83052,Young Girls in Black,2010-11-03,6.2,Drama,"Élise Lhomeau, Léa Tissier, Élise Caron, Isabelle Sadoyan, Roger Jendly",Jean-Paul Civeyrac,"Noémie and Priscilla, two teenagers from a modest background, nurture the same violence, the same revolt. They seriously worry their families, who feel that these girls are capable of anything...",Young Girls in Black (2010),141491,3.5,0.7
209921,Slimtime,2010-10-01,5.6,"Comedy, Animation",,"Bertrand Avril, Pierre Chomarat, David Dangin, Thea Matland","While his wife is undergoing slimming treatment, Andre goes on a discovery tour of this very unusual center.",Slimtime (2010),141517,2.8333333333333335,0.5666666666666667
49087,Moss,2010-07-14,6.891,"Drama, Thriller, Crime, Mystery","Park Hae-il, Jung Jae-young, Yu Jun-sang, Yu Seon, Kim Joon-bae",Kang Woo-suk,"A city boy visits a remote village to find out the reason behind his father's strange death. The locals are watching his every move and are eager to see him leave. As he starts to investigate, the village's sinister secrets begin to unravel.",Moss (2010),141520,3.738095238095238,0.7476190476190476
70418,Wasted on the Young,2010-06-13,5.5,"Drama, Thriller, Romance","Adelaide Clemens, Alex Russell, Geraldine Hakewill, Georgina Haig, Lisa Bennett",Ben C. Lucas,"When a high school party goes dangerously off the rails, one teenager finds that revenge is just a computer click away.",Wasted on the Young (2010),141550,2.45,0.49000000000000005
62409,2033,2009-09-24,4.2,"Science Fiction, Thriller","Claudio Lafarga, Sandra Echeverría, Marco Antonio Treviño, Raúl Méndez, José Carlos Rodríguez",Francisco Laresgoiti,"In 2033, Mexico City is a hot, mechanical and chaotic megacity ruled by the military and a tyrannical government. It is an oppressed society with its religious faith and liberty of expression stolen. Pablo, the main character, is a young finantial yuppie that gets shelter in drugs and alcohol. He leaves his privileged life in order to help the unprotected and destroy the system that controls the population.",2033 (2010),141652,2.5,0.5
50715,SoulBoy,2010-06-04,5.828,"Comedy, Drama, Music","Martin Compston, Felicity Jones, Alfie Allen, Nichola Burley, Craig Parkinson",Shimmy Marcus,"1974. Amidst power cuts, strikes and boot-boy aggro on the football terraces, Joe McCain is bored of a life that's going nowhere. Enter hair-dresser Jane: blonde, beautiful, and moving to the beat of a whole new world of sound, movement and all-nighter dancing at The Wigan Casino - the home of Northern Soul. Swept along on this tide of pulsating dance and lust, Joe becomes embroiled in the darker side of soul scene that will put his friendship to the test.",SoulBoy (2010),141660,3.0,0.6
82313,Shoot First And Pray You Live,2008-12-04,3.8,"Adventure, Western, Action","John Doman, Jim Gaffigan, Jeff Hephner, Tamara Hope, Richard Tyson",Lance Doty,Tale of vengeance -- outlaw style -- as Red Pierre hunts down legendary gunman Bob McGurk to avenge the murder of his Mother and Father,Shoot First And Pray You Live (2010),141741,1.75,0.35
56554,Stag Night of the Dead,2010-10-31,2.968,"Horror, Comedy","Sophie Lovell Anderson, Sebastian Street, Joe Rainbow, Mike Busson, Rez Kempton",Neil Jones,"If the mysterious plague sweeping the nation wasn't bad enough, Dean is still going ahead with his doomed wedding tomorrow morning. That leaves him with a choice. Pick up the button holes and chocolate fountain as instructed by bridezilla, Elaine, or go with five mates (and a stripper) to play ""Zomball"" at a top secret military compound where you get to shoot zombies with huge stun guns. Disobeying the golden rule of Zomball ('never never humiliate a zombie') the stags face overwhelming odds from the massed undead and each stag is hunted down. The truth about Zomball is finally revealed and suddenly the mother-in-law is the least of Dean's problems....",Stag Night of the Dead (2010),141757,1.3333333333333333,0.26666666666666666
50087,Pokémon: Zoroark - Master of Illusions,2010-07-10,6.697,"Family, Animation, Adventure, Fantasy","Rica Matsumoto, Ikue Otani, Yuji Ueda, Megumi Toyoguchi, Etsuko Kozakura",Kunihiko Yuyama,Ash and his friends must stop a greedy media mogul from using the shape-shifting Zoroark to capture the time-travelling Celebi.,Pokémon: Zoroark: Master of Illusions (2010),141942,2.82,0.564
41144,To Save a Life,2009-11-05,6.246,Drama,"Randy Wayne, Deja Kreutzberg, Joshua Weigel, Robert Bailey Jr., Bubba Lewis",Brian Baugh,"Jake Taylor has everything. He has a beautiful girl, he's the champion in basketball and beer pong, and everyone loves him. Then, an old childhood friend of his commits suicide. Jake wonders what he could've done to save his friend's life. A youth minister tells him that Jake needs God. So Jake becomes a Christian. However, things begin to spin out of control. Jake is going to realize just what it means to be a Christian and how, to save a life.",To Save A Life (2010),141952,3.5625,0.7125
57627,A Little Thing Called Love,2010-08-12,7.742,"Comedy, Romance","Mario Maurer, Pimchanok Luevisadpaibul, Sudarat Butrprom, Pijittra Siriwetchapan, Peerawat Herabat","Wasin Pokpong, Puttipong Promsaka Na Sakolnakorn","An introverted young girl falls in love with a popular senior. However, as she begins to come out of her shell, she faces several new problems.",A Little Thing Called Love (2010),141958,4.2,0.8400000000000001
86500,Picasso and Braque Go to the Movies,2008-09-07,4.4,"Documentary, History","Martin Scorsese, Julian Schnabel",Arne Glimcher,"The influence that artists Pablo Picasso and George Braque had on the world of cinema is the subject of this documentary from filmmaker Arne Glimcher. A lifelong lover of film, Picasso was intrigued by the machines used to create moving pictures, as well as the images they produced. In this film, artists such as Martin Scorsese, Julian Schnabel, Chuck Close, and the late Robert Rauschenberg reveal how Picasso and Braque's shared love of film helped to create some of the greatest art of the 20th Century. ~ Jason Buchanan, Rovi",Picasso and Braque Go to the Movies (2010),142054,4.0,0.8
92780,"Aballay, the Man without Fear",2011-06-23,5.3,"Drama, Western","Pablo Cedrón, Nazareno Casero, Claudio Rissi, Mariana Anghileri, Luis Ziembrowski",Fernando Spiner,"Aballay was a bad tempered gaucho. After killing a man, the terrified look of the victim's son raised his consciousness about his savagery. Years go by, that kid's look doesn't leave him. Aballay knows that the kid will look for him.","Aballay, the Man without Fear (2010)",142108,1.8333333333333333,0.36666666666666664
52060,Christmas Cupid,2010-12-12,5.829,"Romance, Comedy, Fantasy, TV Movie","Christina Milian, Ashley Benson, Chad Michael Murray, Burgess Jenkins, Ryan Sypek",Gil Junger,"Sloan is beautiful, stylish, and on the fast track to success at her public relations firm. After her client Caitlin ends up in a coma and becomes her own personal ghost of Christmas past, present, and future; she finds out first hand that her unethical ways needs to change and reuniting with a past jilted lover may be the answer.",Christmas Cupid (2010),142148,3.28125,0.65625
82939,Crab Trap,2009-09-13,6.0,Drama,"Arnobio Salazar Rivas, Rodrigo Vélez, Karent Hinestroza",Oscar Ruiz Navia,"A drama set in the black communities of Colombia's Pacific coast, where a man looking to flee the country by boat encounters a local fisherman.",Crab Trap (2010),142260,3.875,0.775
42058,White Snow,2010-03-11,5.921,Thriller,"Olivier Gourmet, François Cluzet, Louise Bourgoin, Jonathan Zaccaï, Bouli Lanners",Christophe Blanc,Director Christophe Blanc delivers a fast-past thriller set to a background of Finland's stunning landscape. High-end car dealership owner Maxime is pursued by Finnish gangsters over unsatisfactory cars his dead partner sold them.,White Snow (2010),142380,4.5,0.9
65766,Bon Appétit,2010-11-12,5.4,"Drama, Romance","Nora Tschirner, Unax Ugalde, Giulio Berruti, Herbert Knaup, Xenia Tostado",David Pinillos,A romantic comedy centered on two young cooks and a female sommelier working in a famous Zurich luxury restaurant.,Bon appétit (2010),142527,3.9,0.78
103066,Any And Every Which Way,2010-02-27,3.5,"Comedy, Romance","Tomomi Miyauchi, Yoshiki Kanahashi, Houka Kinoshita, Kotono, Shion Machida",Shoichiro Masumoto,"Sexy Momoko turns tricks in her taxi to boost business, until she's finally discovered by her employer.  Running from the authorities, Momoko abandons her cab to begin life as a fugitive, accompanied by her most recent customer.",Any And Every Which Way (2010),142656,3.0,0.6
51512,Dear Mr. Gacy,2010-05-10,5.838,"Crime, Drama, Thriller","William Forsythe, Jesse Moss, Emma Lahana, Cole Heppell, Belinda Metz",Svetozar Ristovski,"A chronicle of the interaction between college student Jason Moss and the object of his obsession, serial killer John Wayne Gacy.",Dear Mr. Gacy (2010),142683,2.75,0.55
97342,Vedam,2010-06-04,7.276,"Drama, Action","Allu Arjun, Anushka Shetty, Manoj Bajpayee, Manchu Manoj, Saranya Ponvannan",Radha Krishna Jagarlamudi,"Five people from varied strata of society – a slum dweller who works as a cable operator, a runaway prostitute, a desperate woman drowning in debt, a rising musician, and a grief-stricken Muslim man – end up together in the same hospital, at a time when it is attacked by terrorists.",Vedam (2010),142841,3.611111111111111,0.7222222222222222
58493,A Small Act,2010-01-21,8.2,Documentary,,Jennifer Arnold,"A young Kenyan's life changes drastically when his education is sponsored by a Swedish stranger. Years later, he founds his own scholarship program to replicate the kindness he once received.",A Small Act (2010),142845,4.0,0.8
62368,Cat Shit One,2010-07-17,5.837,"Animation, War","Satoshi Hino, Hiroshi Tsuchida, Masashi Nitta, Sawaki Akimoto, Kenta Sakai",Kazuya Sasahara,"The war against terrorism has gone private. War has always been a profitable business, so having private corporations field their own armies to fight against terrorism is just good business. Who else could protect those innocent bunnies from the religiously fervent turbaned camel fanatics. It falls upon a small cadre of seasoned furry rabbit soldiers to take the battle to the camel's home turf.Derived from a popular Vietnam-conflict based manga series called Apocalypse Meow , this sequel series uses animal characters to tell the story of the war against terrorism fought in distant countries. Non-human cast of characters notwithstanding, this compelling and painstakingly-researched work places an emphasis on factualism in order to accurately portray the weapons and tactics used by soldiers.",Cat Shit One (2010),142847,2.888888888888889,0.5777777777777777
157161,I Didn't Come Here to Die,2010-10-04,4.529,"Horror, Comedy","Kurt Cole, Madi Goff, Indiana Adams, Niko Red Star, Emmy Robbin",Bradley Scott Sullivan,"The story of six young volunteers working on a humanitarian project in the woods. Horrific accidents, rash decisions and the unpredictability of human nature leads them all to the same disturbing conclusion.",I Didn't Come Here to Die (2010),143205,3.5,0.7
36550,Jack and the Beanstalk,2009-11-06,5.173,"Adventure, Comedy, Family, Fantasy","Chevy Chase, Madison Davenport, Emily Rose Everhard, Colin Ford, Gilbert Gottfried",Gary J. Tunnicliffe,"A fairy tale character who is about to flunk out of fairy tale school, Jack must perform a heroic deed by Monday or fail miserably, just like his father before him. Anxious to make good, Jack sells his C.O.W. (Computer of Wonder) for a handful of magic beans and a mysterious book that records his adventures as he's having them. Accompanied by his sidekick Grayson -- a goose who ate a bean and underwent an amazing transformation -- Jack climbs the magic beanstalk to recover the fabled Harp of Destiny from the evil Giant who lives in the sky. Helping Jack on his perilous quest is the spunky Jillian, a fearless young girl whom Jack meets on his journey -- and who just may have a hidden agenda...",Jack and the Beanstalk (2010),143207,3.875,0.775
46636,Nanga Parbat,2010-01-14,6.6,"Adventure, Drama","Florian Stetter, Andreas Tobias, Karl Markovics, Volker Bruch, Sebastian Bezzel",Joseph Vilsmaier,"Drama about the tragic Nanga Parbat expedition by the two Messner brothers in 1970, on which Reinhold Messners younger brother Günther died.",Nanga Parbat (2010),143383,3.125,0.625
158675,Les Misérables: 25th Anniversary in Concert,2010-10-03,8.2,"History, Music","Alfie Boe, Colm Wilkinson, John Owen-Jones, Norm Lewis, Earl Carpenter",Nick Morris,"This concert, recorded to celebrate the 25th anniversary of the landmark musical Les Miserables, gathers the casts of the show's 2010 original production at the Queen's Theatre, the 1985 original production by the London company, and the 2010 production at the Barbican together for one performance. Together with talents like Michael Ball, Hadley Fraser, and John Owen-Jones, the performers present the play's musical numbers in a semi-theatrical style, fully costumed and with all the emotion of the musical's heyday.",Les Misérables in Concert - The 25th Anniversary (2010),143389,3.8879310344827585,0.7775862068965517
46281,Jerry Cotton,2010-03-11,5.909,"Comedy, Crime","Christian Tramitz, Christian Ulmen, Mónica Cruz, Christiane Paul, Heino Ferch","Cyrill Boss, Philipp Stennert",Jerry Cotton is the best agent of the FBI and suspected of murder. So he has to find the real killers from gangster boss Serrano.,Jerry Cotton (2010),143482,2.75,0.55
85566,Rage,2010-05-01,5.0,"Drama, Horror, Science Fiction","Audrey Walker, Rick Crawford, Chris Witherspoon, Anna Lodej, Richard Topping",Chris Witherspoon,"A thirty something man who lives in a suburb just outside of Portland says goodbye to his beautiful and loving wife and heads into town. There he unintentionally provokes the wrath of a mysterious motorcyclist. The confrontation between the two, sets in motion a day long battle. Beginning in the form of harmless taunts then quickly escalating into something more serious and then into something unimaginable.",Rage (2010),143661,0.5,0.1
39285,Beauty & the Briefcase,2010-07-20,5.904,"Romance, Comedy, TV Movie","Michael McMillian, Hilary Duff, Amanda Walsh, Chris Carmack, Jaime Pressly",Gil Junger,A freelance writer looking for romance sells a story to Cosmopolitan magazine about finding love in the workplace and goes undercover at a Finance Company.,Beauty & the Briefcase (2010),143868,3.4347826086956523,0.6869565217391305
136294,The Perfect Date,2010-05-05,5.612,"Comedy, Romance","Clovis Cornillac, Virginie Efira, Manu Payet, Laurence Arné, Shirley Bousquet","Dominique Farrugia, Arnaud Lemort","Michel dreams of a perfect meeting with the woman of his dreams, entirely due to chance, as his parents and grandparents experienced. Vincent, Michel's contrast, is completely different. He is more the man of the direct approach and he follows his...! The two childhood friends Michel and Vincent, with completely opposite views when it comes to women, soon discover the limits of their respective techniques when they meet Angèle and Nathalie.",The Perfect Date (2010),143870,3.5,0.7
46713,Hunt to Kill,2010-10-11,5.6,"Action, Adventure, Thriller","Steve Austin, Eric Roberts, Emilie Ullerup, Marie Avgeropoulos, Gil Bellows",Keoni Waxman,"U.S. Border Patrol agent Jim Rhodes is a tough divorcée mourning the loss of his murdered partner while struggling to raise his rebellious daughter in the mountains of Montana. But when a crew of trigger-happy fugitives takes Rhodes and his daughter hostage, the rugged wilderness will explode in all-terrain vengeance. Is there any wounded animal more dangerous than a lawman left for dead?",Hunt to Kill (2010),143880,3.05,0.61
